Tid,Label,tweet
1663915,1,"Social media post about rival social media app. I shall never let the word ""edited"" appear next to my Facebook status. Double read it bitch."
1663916,1,Social networks will ruin a bitches game.
1663917,1,Sock the pussy like I'm vegeta
1663918,0,Soetoro/Obama is moving the country #Forward w/ his vision. His vision is to downsize our 'oppressive' country and get even w/ whitey. #War
1663919,1,Soft niccas usually send the hate thru the bitches jealous Instagram niccas hatin on ya pictures -- @Therealkiss
1663920,1,Soft niggas usually send the hate threw the bitches
1663921,1,Sold weed to a bitch who's gonna be a lawyer.. Bet she'll have a niggas back..
1663922,1,Sombody bring me some pussy
1663923,1,"Some ""don't cross me"" bitches"
1663924,1,Some Army females just bitch about everything ..
1663925,2,Some Douche cubs redneck cubs fan freaked out asking if bites..... No you bloody BERK!!! He's like the&#8230; http://t.co/ulc6CMVtki
1663926,2,Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.
1663927,2,Some are oval and some are pink some are blue and some are just yellow
1663928,1,Some bitch niggas in drumlin just sprayed me with water and ran away #fucking #pussies
1663929,1,Some bitches are relentless. You can curve her a hundred times and she still wants the dick
1663930,1,Some bitches barely respect themselves
1663931,1,Some bitches curve game be too serious
1663932,1,"Some bitches just have NO luck with men lmao.. Maybe YOU'RE the problem sweetheart, it can't all be our fault lol"
1663933,1,Some bitches need to get a life &#128175;&#128079;&#128524;
1663934,1,Some bitches truly ain't shit !
1663935,2,"Some black people live in an entirely different world where everything is peaches and cream, apparently. Take off the rose colored glasses."
1663936,1,Some call it trickn i call it hangn out ima handle my business n knock dat pussy out &#128049;&#128166;&#127814;
1663937,1,Some croquettes for you hoes
1663938,1,Some girls think being a bitch and having an attitude is attractive. Who tf made you think that??
1663939,1,"Some guy at orientation got asked what his top 3 favorite music artists are and the first thing this bitch said was ""Usher""."
1663940,1,Some ho hitting on my wife lol
1663941,1,Some hoes that tweet just make me mad lol
1663942,0,Some lying ass hoes lol
1663943,1,Some movies are made to facilitate dudes to pick girls up. Think out side the box lil nigguh
1663944,1,Some niggah said sugapuss to me lastnight &#128569;&#128569;&#128569;
1663945,1,"Some niggahs save hoes, I aint that heroic."
1663946,1,Some niggas beat a bitch to get a point across some mentally fuck w/ her some just ignore it ...
1663947,0,Some niggas save hoes
1663948,1,Some of the ice melted in my car cause the dumb fuck at 7/11 decided he wanted to strike up a conversation wit a fat ugly bitch smfh
1663949,1,Some of these hoes are loyal
1663950,1,Some of these hoes deserve a kick in their vagina.. Lucky i aint tryna loose my shoe!
1663951,1,Some of these hoes need to hop off those high horses they seem to be riding 24/7 &#128529;&#128075;&#128293;
1663952,1,Some of these hoes out here for everybody.
1663953,0,Some of these hood negros don't deserve bail money the way they be visiting jail.
1663954,1,Some of these niqqa a straight pussy whipped &#128165;
1663955,1,Some of these sex gifs are fucking retarded
1663956,1,Some of y'all females undercover hoes
1663957,1,Some of yall gorgeous women ain't so gorgeous when we realize you got a ugly bitch attitude.
1663958,1,"Some of yall just ""popular"" cuz of yall name . These bitches be ugly"
1663959,1,Some of you bitches are DUMBBBB
1663960,1,Some of you girls should be wifey for Halloween. Since some of y&#8217;all been hoes all year.
1663961,1,Some people are bitch ass niggas &amp; you should just stay far away from
1663962,1,Some people are so constantly pessimistic. It's so unattractive. Like if you have that much to bitch about why don't you start changing?!?
1663963,1,Some rednecks just raced down the freeway &gt;_e
1663964,1,Some thots will just never learn &#128533; gooooo awaaaaay hoe
1663965,1,"Some women, are straight bitches."
1663966,0,"Somebody couldve been like ""aye man you dropped your money"" but nooooooo fucking broke faggots selfish bastards i hate yall"
1663967,1,Somebody help her &#128514; &#8220;@__DiaryOfABoss: @Kicks_N_Benjis bitch nigga bye you just want something to say&#8221;
1663968,0,"Somebody please choke that fucking retard that keeps yelling ""mashed potatoes"". What a tool! #PGAChampionship"
1663969,1,"Somebody tell these nigggas I'ma keep fuckin they hoes, I'ma keep rockin these shows"
1663970,1,Somebody tell these pussy niggas I got em
1663971,1,Somebody tell these pussy niggas I got em I got em
1663972,1,"Somebody toss this bitch a Dasani or something, gurl is #THIRSTY"
1663973,2,"Someone at my household wants to die. I get all excited to enjoy a couple of Oreos, but someone left ONLY ONE. ONE FRIGGIN' OREO. &#128545;&#128548;&#128544;&#128298;&#128299;"
1663974,1,Someone bitch slap me into the lake if you see me on FB tomorrow. I suspect my hard core GOP friends will be all over this.
1663975,1,Someone came up &amp; told me that I pulled hoes today. I was pissed just because thats so fucking false that its sad.
1663976,2,Someone come take these brownies away from me before I eat the whole pan!
1663977,1,Someone needs to get this boring Nike fag off the stage.
1663978,2,Someone please bring me Goldfish crackers
1663979,2,Someone probably told him 6 God was trash.
1663980,2,"Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers."
1663981,0,Someone shut this beaner up please.
1663982,2,Someone tell @RSherman_25 his dreads are part of the uniform. I'd pull your hair too. Why are you trash talking? Cut your Doodoo braids.
1663983,1,"Someone tell me where the drinks at. Where the bitches at. You fucking on the first night, meet me in the back. #game"
1663984,2,Someone tell the royals to stay home there trash&#128553;
1663985,1,Someone tell this bitch to stfu
1663986,1,Someone tell this hoe to turn on lion king
1663987,1,Someone told Iggy Azalea she stunk as a child cause this bitch still upset yo it ain't even that deep
1663988,2,"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @binniemouse was dying lol"
1663989,1,Something funny here? RT @Peachpapayya: &#128514;&#128514;&#128514; RT @MidCityAce: Control your excitement sir... &#8220;@11wdNICK: Lets gooooo Teena bitch!!!&#8221;
1663990,1,Something like a perfectionist even check my horoscope bitch
1663991,1,Sometime I wish I wasn't colored
1663992,1,Sometimes I feel like being really nice to everyone then I'm just like wait you're all bitches anyway soooo
1663993,1,Sometimes I just want someone to bitch to about a shitty day
1663994,1,"Sometimes I wake up on the ceiling , the floor , outside , near a trash can, on your mom, in Hollywood somewhere, in a ally somewhere"
1663995,2,"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house."
1663996,1,Sometimes a bitch needs to struggle to get where she going RT @odotkay: @viaNAWF sometimes. Some shit just an extra $30.
1663997,1,Sometimes females are just fucking retarded bro. I swear I just want to kick y'all in the ovaries.
1663998,1,"Sometimes ppl stay married cuz it's convenient. When u constantly bitch &amp; complain &amp; sleep in separate rooms, it's time to reevaluate."
1663999,1,Sometimes u gotta knock a nicca out tho #IJS #FreeCB
1664000,1,Sometimes you don't wanna fuck the bitch but her head so good you end up fucking
1664001,1,Sometimes you gotta block a bitch because damn they annoying
1664002,1,Sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on
1664003,2,"Sometimes, even I gotta tell these hoes to grow up smh"
1664004,1,Son of a bitch
1664005,1,Son of a bitch #thunder
1664006,1,Son of a bitch I can't wait till baseball is back. #AmericasPastTime
1664007,1,Son of a bitch...
1664008,1,Son why is our mail lady so ghetto &#128529;
1664009,1,Sone of y'all bitches need morning glory milk baths &#128514;&#128514;&#128514;
1664010,0,Sonnen is a faggot
1664011,1,Sonoma County cannot handle the Gutto Style straight up north bay is pussies forever
1664012,0,"Soon @fuckeveryword will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots."
1664013,1,Soon as da money gon dem bitches leavin..You get locked up she ain't gon visit ya neither
1664014,2,Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @Bekkalina13
1664015,1,Sooooooo true but I'm the pussy monsta http://t.co/2vhaCeQ4
1664016,2,"Sore Loser Charlie Crist Won&#8217;t Give Concession Speech, Calls For Recount http://t.co/MVhecTyUYs #tcot #pjnet"
1664017,2,"Sorry Sam, I went to @elonuniversity RT @wulfpacksam83: Is wes durham woody durham son???? If so, why is that tar baby doing a PACK game."
1664018,1,Sorry about the spam but I dare you to search nigger on Twitter and not laugh. Impossible.
1664019,2,Sorry all my fellow negros
1664020,0,Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me
1664021,1,"Sorry hoes, but L.O.V.E. does not stand for Legs. Open. Very. Easy"
1664022,1,Sosa on the beat ho
1664023,1,Sound like a REAL NIGGA TO ME &#8220;@SankPankSimona: Keith stood under the monkey bats looking up girls skirts during recess time. Fucking creep&#8221;
1664024,1,Sounded like a bitch but whatever
1664025,1,Sounded like a god damn bear just fell out of my trees. Might be time to stop pissing outside and @Rorschach7 piss bucket up in this bitch.
1664026,1,Sounds like a hoe
1664027,2,Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.
1664028,0,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.
1664029,2,Space brownies &#128125;
1664030,1,Spark these bitches interests.
1664031,1,Speak to my face you fake bitches.
1664032,1,"Speaking of '09, that years pussy was phenomenal."
1664033,2,"Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin 2 birds with one stone!! #merica"
1664034,1,Speaking of. RT @KingHorseDick: A lot of them backpage hoes don't like fucking black guys so I never went thru with it
1664035,2,"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... http://bit.ly/aKyqk2"
1664036,1,"Spell my name right, bitch. Then we'll talk"
1664037,1,"Spendin money that we saved, stackin ones like bricks hittin bitches like Craig, watchin ass CLAP! #MorningStuSesh #10AMinFairview"
1664038,0,"Spending money on these hoes , nigga you aint fuck SHIT &#10071;&#65039;"
1664039,0,Spics are half breed trash. No filthy native should be allowed to speak to any European.
1664040,1,Spiff tryna hoe
1664041,1,Spittin Crystal in a bitch face was Larry Johnson's funniest moment in my book. Sue me for having a sense of humor.
1664042,1,Spongebob ass niccas fr
1664043,1,Spring breakkkk bitches &#128513;
1664044,1,Spring is almost here.. &#171;@Me1st_u_last I realized that my collection of hoes has severely decreased &#128530;&#128530;&#128530;&#128530;&#187;
1664045,1,Squidward in the face ass bitch
1664046,2,Stafford trash without Megatron #fantasyfootballproblems
1664047,1,Stafford you pussy
1664048,1,Starks being a faggot
1664049,1,Start punching hoes in they esophagus and shit.
1664050,1,"Started wit Hanna Montana hoes....
.... Now im fuckin all of Nick Cannon hoes"
1664051,1,Started with 100 bricks now I'm sold out bitch
1664052,0,Stay home then bitch fuck u
1664053,1,"Stay pooned, #bitches....."
1664054,2,Stay warm &#10052;&#65039;&#127744; #beanies #sweaterweather #booty4ever http://t.co/zPTCkqybAM
1664055,1,Stay witcha nasty little hoes who don't do shit for you.
1664056,2,Stayin up late to watch #Ichiro #Yankees
1664057,1,Step Up All In was so horrible that bitch went straight to dvd &#128514;&#128514;&#128514;
1664058,2,Step up and take your oppurtunity! #freshfaces #iubb #hoosiers
1664059,1,"Step up in the club smoothly with the L in my hand, bitches know I'm a freak like the elephant man"
1664060,2,Stephan A Smith saying Jay Cutlers shouldn't be a MVP candidate is just straight up retarded
1664061,1,Stephen the threat about your brother doesn't scare me. Quit runnin your fuckin mouth &amp; you won't have to hide behind your brother bitch boy
1664062,1,Stern fixed the image of the league.. NBA players not knocking they bitch out in elevators.
1664063,1,Steve Calvin Annis cunt http://t.co/8S0cIl5z
1664064,1,Steve McNair got murdered by his side bitch man life is crazy
1664065,1,Stevie J my nigga &#128175;&#128175; bitch be on ten
1664066,1,Stfu hoe &#128079;&#128524;
1664067,1,Stfu kenya! U make me sick. Lonely desperate bitch.
1664068,1,Stiff armed his hoe ass lmao
1664069,1,Still can't see what niggers see in them white hoes....
1664070,1,Still confused why King ordered two tranny hookers to the party last night..
1664071,1,Still don't give a fuck bout a bitch or her dude
1664072,1,Still downtown with these bitches.
1664073,0,"Still really confused re #humplayproblems i think lucricus
Is a fag dagger"
1664074,1,Still waiting for oomf to hit that hoe lololol
1664075,1,Still wit the Same bitches to the death of me&#128553;
1664076,1,Stolen from cream_2fly3xl lol but really guys I'm giving classes on keeping that bitch who's registering&#8230; http://t.co/HZAORfuv5X
1664077,1,"Stomach is hurting, I'm starving for some early morning pussy. &#128527;&#128527;"
1664078,0,Stoni is a fuckin queer...
1664079,1,"Stood outside for 5 minutes to take a phone call, went back in and looked in the mirror and saw a Somalian. Fuck the sun lil punk ass bitch"
1664080,2,"Stop Smokin' Bathsalt, Charlie Brown! #rejectedpeanutsspecials"
1664081,1,Stop Twatching me bitch.
1664082,1,"Stop actin like yu just started wearin ya uggs, bitch I seen you break em out in August"
1664083,1,Stop being a hoe
1664084,1,Stop giving these hoes half azz Dick plow it deep make her scream nd cream http://t.co/hwBWj9ui
1664085,1,"Stop hatin niggah , I got ya girlfriend callin you a hater niggah &#128514;&#128514;&#128514;"
1664086,1,Stop lettin them messy hoes mess with your business.
1664087,2,Stop rt'ing Celtics trash please
1664088,1,Stop sayin my gov. Name fuck wrong widd u bitch is u stupid
1664089,1,"Stop snitching faggot &#8220;@OGSITTI: ""I'll snap you a nude but promise you won't screenshot""

""Don't worry baby I won't"" http://t.co/J8jDIC3wvg&#8221;"
1664090,1,Stop spoiling U fags
1664091,1,Stop trying to be down honky http://t.co/0MALBNDkn9
1664092,1,"Stop using the word ""redskin(s)""."
1664093,1,Stop whacking off in the shower queer boy! @Ilovebamf
1664094,1,Strapped up fasho cause Iont trust no hoe
1664095,1,Stress stress go away. Come again never you fucking bitch
1664096,1,Strong jaw ass bitch
1664097,1,Strong pussy RT @SirRatchettness: Yall think Ciara got good pussy?
1664098,0,Stu a rape faced faggot man I'm sick of this nigga
1664099,0,Stuck up serious bitches are possibly the worst type of girls. Ever.
1664100,2,"Study by Center for Biological Diversity called (taxpayer funded) Ivanpah a &#8220;mega-trap&#8221;-will kill 28,000 birds year. http://t.co/xPXEhne29E"
1664101,1,Studying for this bio test like a hoe &#128554;
1664102,1,Stunt on these hoes like&#128514;&#128514;&#128175; https://t.co/E35Igelt4w&#8221;
1664103,1,Stupid and ain't got hoes #ShmediumProblems
1664104,1,Stupid ass Alex. Scary little bitch. THROW IT!
1664105,1,Stupid ass hoe
1664106,1,Stupid bitch
1664107,1,Stupid bitch &#128545;
1664108,1,Stupid bitch at Church's didn't give me my fucking BBQ sauce so now I gotta eat some dry ass chicken strips &#128531;
1664109,1,Stupid bitch should have stayed home &#128545;&#128530;
1664110,1,Stupid bitches deserve to be treated like a stupid bitch
1664111,1,Stupid bitches&#9995;&#128529; &lt;&lt;&lt; FUCK . &#128530;
1664112,1,Stupid bitches.
1664113,1,Stupid bitches. Fucking skanks. Dumb hoes.
1664114,1,Stupid cunt bitch on the road
1664115,1,"Stupid freshman bitches that walk like slow as hell and u can't get around them, hurry the fuck up sloth"
1664116,1,Stupid fucking cunt
1664117,1,Stupid hoe is so wack &#127926;&#128526;
1664118,1,Stupid lil bitch !! Really think I'm trippen &#128514;&#128514; You outttta pocket with this pimpinnn
1664119,1,"Stupid people talking smack on ""Uncle Tim Tom"" are the same ghetto fools w/no future. I'm surprised u ignorant niggaz even read or write."
1664120,0,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS
1664121,0,Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde
1664122,1,Sub tweeting and uoeno lol bitch
1664123,0,"Subtweet me one more time, you dirty chink whore"
1664124,1,"Subtweeting little bitch ""taking the high road"""
1664125,1,Subtweettweettweettweet cuz skinny niggah but my dick long
1664126,2,Such a trash episode of the walking dead tonight.
1664127,1,Suck my dick so good I'm like god dam you dirty bitch
1664128,1,Suck my super monkey balls
1664129,2,Suddenlink is trash. Y'all know how important Bubble Guppies is to our day?
1664130,1,"Sum of y'all kno y'all be on lock but talking bout ""bitch I ain't doing shit tonight ho I'm tired"" &#128514;&#128557;&#128514;&#128557;&#128514; http://t.co/H5P2YxSu1h"
1664131,1,Summer hoes turn into winter wifeys
1664132,1,Summer hoes turning into winter wifeys &#128553;
1664133,1,"Summer is over, so all you half naked hoes are gonna have to find a personality now. &#128129;"
1664134,1,"Summer time bitch, always wild http://t.co/pMorgLh2KP"
1664135,1,"Sumn wrong wit da pussy, een tho I ain't gonn hit it Ima still make sure dat she gushy"
1664136,2,Sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league.
1664137,1,Sup bitches
1664138,1,Super handsome guys can literally be broke af with no career and some horny bitch will support him into bankruptcy lol
1664139,1,"Superman your ho, eyyyy"
1664140,2,Supporters of officer Darren Wilson rally in St Louis http://t.co/HtfgJJ7kYt #ferguson #kkk #tcot #tpot #teabaggers #teaparty
1664141,1,"Sure I got a nice car, a 60 inch tv, stainless steel appliances in my apartment and a few thousand twitter followers but I ain't got no hoes"
1664142,1,Sure wish my nose would stop dripping.....this sick shit is for the birds
1664143,1,Surprise bitch &#128526;
1664144,2,"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources http://t.co/EtDKzFrRzK"
1664145,2,Surrender of Divinity - Conquerors of the Apocalypse: http://t.co/9Qv5RsY1p3 via @youtube &gt;Oriental Black Metal Hell!!
1664146,1,"Suzan are you really going to make me get off this sofa to find some damn silverware, by golly you old bitch."
1664147,1,Swag bitch #gratata http://t.co/aGswEopebp
1664148,1,Swag fags who gags lml nd y'all Niggaz wanna ce swagged up foh I'm Gxxd I'll stay g'd up http://t.co/G8NRVdmXQh
1664149,1,Swag killed the bitch like Columbine
1664150,2,Swap meet bound #beaner
1664151,1,Swear to god man niggas talk more than bitches these days
1664152,2,Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn &amp; Charlie Daniels at the same time? #morningjoe
1664153,1,Sweet MiLF in white lingerie has her hose ripped and her pussy&#160;pounded http://t.co/CMacswjN5A
1664154,1,Sweet and innocent schoolgirl Minami Asaka&#180;s pussy&#160;eaten http://t.co/DNxBLKrQ45
1664155,2,"Sweet baby birds, you crack me up. ~~ Houston Foodlovers http://t.co/2Idh4BatO1"
1664156,1,Sweet innocent teen clothes ripped and pussy fingered&#160;hard http://t.co/SiGRlukdaa
1664157,2,"Sweet yellow bone thang, I call her Honey mustard... http://t.co/IsFduDu9bx"
1664158,2,Sweet! Just found that box of Twinkies I bought last year for $225.00! I bet its at least tripled by now! Such a no-brainer buy!
1664159,1,Sweetheart to a lady but I'm hard on a hoe! &#128526;
1664160,1,Swing on her RT @CallHerEbby: I really don't like this woman. Old hag ass bitch.
1664161,1,Switch A Roo yo hoe let me hit her
1664162,1,Switcharoo on yo main bitch me and my NIGGGA hell naw we don't date hoes
1664163,1,Switcharoo yo hoe!
1664164,1,Switcheroo on yo main bitch me and my nigga hell naw we don't date hoes
1664165,1,Switcheroo on yo main hoe hell naw me and my Nigggas don't save hoes
1664166,1,Sydney on this hoe asking dumb ass questions
1664167,1,T talked sooooo much shit today that he would mop the floor with Kyle and I. We both ended up raping his time. #bitch
1664168,1,T up bitch no chaser needed Tsu HC2k14 http://t.co/YXHDIszIMl
1664169,1,TCBY with these hoes &#128149; || @arabellaann @jackireininga http://t.co/aUVQnOGvdY
1664170,1,TK fucking money bitch
1664171,1,"TLC's Chilli and her bullied son have the same moustache and seem to share clothes. Yer in the public eye! STOP CRYING, ya flaky bitch."
1664172,1,TMZ hoes http://t.co/J0lWD4S9d5
1664173,2,"TRUST ME #Seattle&gt; WE GIVE #Thanksgiving it's DUE&gt; A huge, flightless bird? Dream come true for European bird eaters......."
1664174,0,TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt; #Spartacus #Rome
1664175,1,TURNT up with yo bitch in a house party
1664176,1,TV makes these hoes seem more attractive. *yawns*
1664177,1,TWITTER IS JUST LIKE REAL LIFE...filled with pussies.
1664178,1,"TWITTER NEWSFLASH : do NOT ever visit Easton, pburg area, theirs hoes with diseases and niggas so thirsty gatorade would be worth trillions"
1664179,2,Taco Bell is super trash when you're sober
1664180,1,Tail light out not giving a fuck Rollin up on a bitch wit da head lights off
1664181,1,"Take a bitch to Soho for some froyo, tell her she gon blow it, Romo"
1664182,1,Take off you fucking hoser!
1664183,1,"Take that and shove it up your ass, @KeithOlbermann #Yankees #DerekJeter"
1664184,1,Take yo bitch on a dinner date then I paint her face
1664185,1,Take yo hoe ass to sleep
1664186,2,Taking out a second mortgage and betting it all on the Yankees winning the World Cup. They win a lot; seemed like a no-brainer to me.
1664187,1,Taking pics I'm the school bathroom is fucking stupid #retards
1664188,1,Talk about me behind my back &#128534;I hate that pussy shit.
1664189,1,Talk about pussy power &#128530;
1664190,1,"Talk alot of shit, but if I want ill put u on the spot so don't test me bitch!"
1664191,1,Talked to Deigo last night my dawg good like that bitch Maegan
1664192,1,"Talkin brokanese, I took yo bitch and broke her knees"
1664193,1,Talking Angela is a hoe
1664194,1,Talking shit like a hoe about huh so like a man ima murk you wen I see you
1664195,1,Tanning with my main bitch
1664196,1,"Tarantulas are dope but the spiders that are small n can kill you.. Fuck dat RT @BkRaised718: Spiders arent scary, sheesh y&#8217;all some pussies"
1664197,2,Taria the filterless sis.dari the angelic sis.im the big bro lol and jigg lil bro&#128553;
1664198,1,Tarzan out dis hoe http://t.co/LGmSbs4s68
1664199,2,Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;
1664200,1,Taught ma lil niggah how to treat a girl
1664201,1,Taught me how to hate a bitch
1664202,1,Taylor Swift looks like the kinda bitch you would bring home and only get a dry handjob from
1664203,1,Tbt nigguh http://t.co/opuvGy5BJF
1664204,1,Teach me RT @IntellectsRUs: You really be fucking bitches brah?
1664205,1,"Teacher: ""WHY AM I HEARING TALKING!?"" ... Because you have ears bitch."
1664206,1,"Teacher: You had all weekend to do you homework! Me: Uhm, sorry bitch but I have a life.."
1664207,1,Teairri Marie is crazy..The poor girl ain't do anything to her..bitter ass bird
1664208,1,Team john in this bitch &#128588;&#128588;
1664209,1,Technically all the niggas that touched her raped her an when she see she trendin on this bitch she callin the cops lmao
1664210,1,"Technology ain't doin nothing, but making these hoes look better"
1664211,1,Teen gets all her holes penetrated and even fists her own&#160;twat http://t.co/8yE0RTk7xc
1664212,1,Tell a bitch GTFO my face fa no reason
1664213,1,Tell a hater I said fuck you tell your bitch I said fuck you
1664214,1,Tell a itty bitty bitch pipe down
1664215,1,Tell dem THOT bitches im NOT right !!
1664216,1,Tell me that that pussy is mineeeee
1664217,1,Tell that hating ass niggah to shut the fuck up
1664218,1,"Tell them hoes ""I'm all friended out"""
1664219,1,"Tell them hoes come here , cause it look like they forgot bout me , but the fact that they aint seen me , that should say alot bout me"
1664220,1,"Tell them lie speakin lips they should try pleadin 5ths, more often bitch and refer to me as your awesomeness."
1664221,1,"Tell them skinny hoes bounce, bring them thick bitches back"
1664222,1,Tell these hoes I love them just to fuck em
1664223,1,"Tell your bae ""ho tre testicoli"" it means ""I love your eyes"" in Italian"
1664224,1,Tellin me im disrespectful but i aint the one callin everybody a bitch for free
1664225,1,Temples playing with my life I might be I working bitch this semester cuz I'm not paying outta pocket
1664226,1,Tempted to finish every sentence I say today with yo or bitch. #BreakingBad
1664227,1,Terio got all the hoes &#128557;
1664228,2,Terrifying. #leprechaun http://t.co/447wgkSVVG
1664229,2,Text me instead of playing flappy birds #SoIKnowItsReal
1664230,1,Text me nig nogs 630.362.5206
1664231,1,Text me with plans nigs
1664232,1,"Text ya bitch like ""ya man suck, meet me at da birkin store tell em get his bands up"" &#128527;"
1664233,1,Text your bitch some lyrics from that new Ty Dolla $ign tape before she wake up so she'll nag you a little less today
1664234,1,Texting this bitch like she main material fuck that shit ... She Finna get these youza hoe text
1664235,1,Tf I'm acting like a sad ass bitch for ? Old Anthony coming back fashoo &#128076;&#128076;&#128076;&#128588; .
1664236,1,Tf bitch do mine
1664237,1,Tf bitches get a couple RT and be fstow
1664238,1,Tf is a real twitter nigga/bitch y'all on this hoe tweekin
1664239,2,Thank you Charlie #FF @Charlie4927 @StacyDmomof5 @PattiSM74 @RevkahJC @cantUCIMblonde @Kacado
1664240,2,Thank you Charlie @Charlie4927 @StacyDmomof5 @cantUCIMblonde @RevkahJC @PattiSM74 @Kacado
1664241,2,"Thank you Charlie, Happy Thursday @Charlie4927 @StacyDmomof5 @PattiSM74 @Kacado @cantUCIMblonde @RevkahJC"
1664242,2,"Thank you, hand out that candy Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74"
1664243,2,Thanks @delaney_jade for coming with me last night because it's ghetto and no one else could of handled it! #Summer2014
1664244,2,Thanks Charlie @Charlie4927 @RevkahJC @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado
1664245,2,Thanks Charlie @Charlie4927 @StacyDmomof5 @RevkahJC @PattiSM74 @cantUCIMblonde @Kacado
1664246,2,"Thanks Charlie, have a great evening @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74"
1664247,1,"Thanks for scaring the absolute fuck out of me, flatfoot. Now I look like a pussy. Fucking jerk."
1664248,1,Thanks for that text... I found that hoe..
1664249,2,"Thanks to @JoMousley80 cracker tweets today, my pilchards on Krackerwheat are repeating on me like a typical night on the #BBC :-/"
1664250,1,"Thanks to my nigga coco I smell good then a hoe haha finna pull allllllll the hoes, come smell a nigga &#128527;&#128526;"
1664251,1,Thanksgiving break bitches!
1664252,1,Thanksgiving early hoe http://t.co/A29MLLX62B
1664253,1,Thanksgiving with some #fam #Shaylay ignore the chink eyes http://t.co/uyVc2QDG
1664254,1,Thas my bitch too
1664255,2,That 'Ouija' movie look like trash
1664256,1,That Larry the cucumber tweet is funny af.. But it's a bit much to RT you young bitches might cry&#128514;&#128514;&#128514;
1664257,2,That Principal shld be ashamed 'Look at these poor colored kids who WE made smart' They are not your props. #disgusted #morningjoe
1664258,1,"That annoying moment when you have to keep removing your headphones because someone keeps talking to you.. Like move, bitch.."
1664259,1,That ass got a niggah hypnotized
1664260,1,That ass so perfect we can't help it RT @miavenise: y'all diss hoes but praise nicki minaj everyday. I don't understand niggas man
1664261,1,That ass so retarted it belongs on a short yellow bus.&#127825;&#128652;
1664262,1,That awkward moment when #IGotDrunkAnd you're still an ugly hoe
1664263,1,That awkward moment when a hoe says she's not a hoe.
1664264,1,That awkward moment when you hold the door for someone and they use the door next to it.. Like bitch you better back the fuck up.
1664265,1,That bad bitches get left because of wack pussy kinda overrated cause the sex can get better if everything about her is cool
1664266,1,That beach from Greece is so beautiful &#128525; why do i live in bitch ass Virginia while people get to live around such beauty year round &#128553;&#128532;
1664267,1,That bit Donovan got DVD's droppin and all @2realmacdatfee i see ya lha bitch
1664268,1,That bitch Amanda ran away from me &#128514;
1664269,1,That bitch a tha tha
1664270,1,That bitch better be happy about that 20$ tip.
1664271,1,"That bitch called on Thor for some strength. &#58386;&#58386; RT""@ChubbyGirlGod: Wait... http://t.co/UAf57JyiOi"""
1664272,1,That bitch came flyin in !!! Lmao.
1664273,1,That bitch can't touch me
1664274,1,That bitch could sit on my face.
1664275,1,"That bitch crazzzy &#128514;&#128514;&#128514;&#128514; #1976 pussy, #fixit !!! #Scandal"
1664276,1,That bitch cur my hair way to short
1664277,1,That bitch filthy http://t.co/PaAjZU0UM4
1664278,1,That bitch got 5 million boyfriends
1664279,1,That bitch got 631K followers but drive a honda &#128563;
1664280,1,That bitch hollerin abt fuck me nahh Fuck dat bitch!!!
1664281,1,That bitch is corn fed
1664282,1,That bitch is goin off off off!!!
1664283,1,That bitch is hella cranky today. Someone hand her a joint.
1664284,1,That bitch is lyinggggg
1664285,1,"That bitch just walked off all like &#128129;
Wtf &#128514;&#128514;"
1664286,1,That bitch mouth made the honor roll
1664287,1,"That bitch on qualitest , she dont act right #WiseWordsFromWebb"
1664288,1,That bitch said her pussy pops severely thoe &#128514;&#128514;&#128514;&#128514;
1664289,1,"That bitch told me to control myself, I told her to go find yourself"
1664290,1,"That bitch want my numba, she gotta.fuck my bruda @AyDontJudgeMe"
1664291,1,"That bitch was worried about fines? Fuck you. My best friend got jumped by 6 cock suckers. Fines should be the least of your worries,"
